,n_processo,data_criacao,unidade_origem,assunto,data_instauracao_jad,situacao_jad,data_instauracao_pad,cppad,fase,resultado_do_pad,data_conclusao_pad,proposta_coopad,Atualizado_em,ano_criacao_processo,Ano,ano_conclusao_pad
385,SEI-030022/017975/2022,2022-12-28,DEGASE,OMISSÃO DOS DEVERES FUNCIONAIS,2023-12-28,POSITIVO,2025-02-25,4ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2025,
386,SEI-150071/000155/2023,2023-04-11,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2023-12-28,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
387,SEI-030029/006653/2023,2023-05-30,SEEDUC,MÁ CONDUTA,2023-12-28,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
388,E-03/035/1578/2019,2019-10-10,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-01-18,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2019,,
389,SEI-030038/003511/2023,2023-06-21,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2023-11-22,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
390,SEI-030046/001325/2023,2023-07-17,SEEDUC,FALTAS INTERPOLADAS,2024-03-25,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
391, E-03/001/618/2017,2017-01-26,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-04-17,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2017,,
392,SEI-030022/007262/2020,2020-07-13,DEGASE,PECULATO,,POSITIVO,2021-06-23,1ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2020,2021,
393,SEI-030037/000072/2021,2021-01-12,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2021-10-26,1ª CPPAD,FINALIZADO,,,CASSAÇÃO DE APOSENTADORIA,2025-07-31 08:30:14,2021,2021,
394,SEI-030030/002084/2022,2022-03-23,SEEDUC,MÁ CONDUTA,,POSITIVO,2023-02-23,1ª CPPAD,FINALIZADO,SUSPENSÃO,2025-01-03,SUSPENSÃO,2025-07-31 08:30:14,2022,2023,2025
395,SEI-030039/001941/2022,2022-04-12,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2023-03-01,1ª CPPAD,FINALIZADO,,,DEMISSÃO,2025-07-31 08:30:14,2022,2023,
396,SEI-080001/017338/2020,2020-08-19,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-04-13,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2023,
397,E-03/002/101395/2018,2018-08-28,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-06-12,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2018,2023,
398,E-03/002/101396/2018,2018-08-28,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-06-12,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2018,2023,
399,SEI-030035/001571/2022,2022-02-24,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2023-06-23,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2023,
400,SEI-080003/000069/2020,2020-08-27,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-07-04,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2025-01-03,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2023,2025
401,E-03/002/4096/2016,2016-10-05,SEEDUC,FRAUDES DOCUMENTAIS,,POSITIVO,2023-09-22,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2016,2023,
402,SEI-04/161/004107/2019,2019-12-20,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-09-21,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2023,
403,SEI-080001/008565/2022,2022-05-03,SES,ABANDONO DE CARGO,,POSITIVO,2023-09-21,1ª CPPAD,FINALIZADO,DEMISSÃO,2024-08-22,DEMISSÃO,2025-07-31 08:30:14,2022,2023,2024
404,E-08/008/101246/2018,2018-09-14,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-09-21,1ª CPPAD,FINALIZADO,,,DEMISSÃO,2025-07-31 08:30:14,2018,2023,
405, SEI-04/161/004116/2019 ,2019-12-20,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-10-18,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-11-22,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2023,2024
406,SEI-040161/004722/2020 ,2020-05-21,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-10-26,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-12,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2023,2024
407,SEI-030029/009601/2022,2022-07-26,SEEDUC,EXERCÍCIO SIMULTÂNEO DE CARGO PÚBLICO,,POSITIVO,2023-11-21,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2023,
408, E-03/033/851/2019,2019-09-06,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2023-11-21,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2019,2023,
409,E-01/021051/1989,1989-10-10,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-11-22,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-20,ARQUIVAMENTO,2025-07-31 08:30:14,1989,2023,2024
410,SEI-04/161/004113/2019 ,2019-12-20,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-11-27,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2019,2023,
411,E-01/3335/2010,2010-09-03,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-11-29,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-17,ARQUIVAMENTO,2025-07-31 08:30:14,2010,2023,2024
412,SEI-030035/001695/2022,2022-03-03,SEEDUC,MÁ CONDUTA,,POSITIVO,2023-12-07,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2023,
413,SEI-04/161/003244/2019,2019-11-08,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-12-08,1ª CPPAD,FINALIZADO,,,CASSAÇÃO DE APOSENTADORIA,2025-07-31 08:30:14,2019,2023,
414,SEI-030022/006281/2023,2023-06-05,DEGASE,FALTA DE URBANIDADE,,POSITIVO,2023-12-20,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2023,2023,
415,SEI-030029/009762/2022,2022-08-01,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2023-11-24,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2023,
416,SEI-030038/003916/2021,2021-10-26,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2023-12-21,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2023,
417,SEI-04/161/004015/2019,2019-12-18,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-01-08,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2024,
418,SEI-030043/001739/2022,2022-04-11,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-01-08,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
419, E-03/015/103/2019,2019-03-28,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-01-08,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2019,2024,
420, SEI-030042/001342/2022,2022-04-15,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-01-11,1ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
421,SEI-030038/001681/2022,2022-03-30,SEEDUC,OFENSA FÍSICA,2024-05-23,POSITIVO,2024-01-12,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
422,SEI-260005/005030/2022,2022-07-01,FAETEC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-02-28,1ª CPPAD,FINALIZADO,DEMISSÃO,2024-10-02,DEMISSÃO,2025-07-31 08:30:14,2022,2024,2024
423,SEI-260005/003851/2022,2022-05-23,FAETEC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-02-28,1ª CPPAD,FINALIZADO,DEMISSÃO,2024-10-29,DEMISSÃO,2025-07-31 08:30:14,2022,2024,2024
424,SEI-030033/003016/2022,2022-06-21,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-03-01,1ª CPPAD,FINALIZADO,,,DEMISSÃO,2025-07-31 08:30:14,2022,2024,
425,SEI-030041/001145/2022,2022-03-11,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-03-01,1ª CPPAD,FINALIZADO,DEMISSÃO,2025-01-21,DEMISSÃO,2025-07-31 08:30:14,2022,2024,2025
426,SEI-260005/007375/2022,2022-09-16,FAETEC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-03-01,1ª CPPAD,FINALIZADO,DEMISSÃO,2024-10-09,DEMISSÃO,2025-07-31 08:30:14,2022,2024,2024
427,E-04/209/98/2018,2018-11-16,SEFAZ,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-12,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2018,2024,
428,E-04/209/108/2018,2018-11-23,SEFAZ,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-04-05,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-01-14,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2024,2024
429,E-03/036/237/2020,2020-01-16,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-04-05,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2020,2024,
430,SEI-030029/005565/2022,2022-05-06,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2024-05-23,POSITIVO,2024-04-05,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
431,SEI-030033/002804/2021,2021-07-21,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-01-27,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2021,2023,
432,SEI-030040/001842/2022,2022-06-22,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-05-24,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
433,E-03/015/162/2019,2019-04-02,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2021-05-27,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2022-11-10,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2021,2022
434,SEI-330018/000018/2021,2021-01-14,SECID,MÁ CONDUTA,,POSITIVO,2023-01-27,4ª CPPAD,FINALIZADO,DEMISSÃO,2024-12-02,DEMISSÃO,2025-07-31 08:30:14,2021,2023,2024
435,,,,,,,,,,DEMISSÃO,,DEMISSÃO,2025-07-31 08:30:14,,,
436,,,,,,,,,,SUSPENSÃO,,SUSPENSÃO,2025-07-31 08:30:14,,,
437,,,,,,,,,,SUSPENSÃO,,SUSPENSÃO,2025-07-31 08:30:14,,,
438,SEI-080015/001582/2022,2022-12-27,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-20,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
439,E-03/007/103856/2018,2018-10-19,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2023-07-12,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-05-29,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2023,2024
440,SEI-030043/000951/2021,2021-04-06,SEEDUC,MÁ CONDUTA,,POSITIVO,2021-06-23,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-07-11,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2021,2024
441,E-26/005/101269/2018,2018-08-28,FAETEC,FALTAS INTERPOLADAS,,POSITIVO,2023-08-18,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-05-29,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2023,2024
442,E-03/041/491/2019,2019-08-20,SEEDUC,FRAUDES DOCUMENTAIS,2024-06-10,NEGATIVO,,,,,,,2025-07-31 08:30:14,2019,,
443,E-03/001/10096/2015,2015-12-21,SEEDUC,ABANDONO DE CARGO,2024-05-28,NEGATIVO,,,,,,,2025-07-31 08:30:14,2015,,
444,E-03/008/376/2019,2019-01-23,SEEDUC,ABANDONO DE CARGO,2024-05-28,NEGATIVO,,,,,,,2025-07-31 08:30:14,2019,,
445,SEI-030037/001116/2021,2021-03-10,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2021-08-05,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2021,2021,
446,E-03/035/1844/2020,2020-03-24,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2022-03-10,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2020,2022,
447,SEI-030035/004297/2021,2021-08-17,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-05-31,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2021,2023,
448,E-12/091/1219/2013,2013-12-17,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,,POSITIVO,2014-02-05,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2013,2014,
449,E-03/011/100651/2018,2018-09-05,SECC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-03-15,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2018,2023,
450,SEI-030029/004345/2022,2022-04-07,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2023-08-08,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2023,
451,SEI-150016/072763/2024,2024-05-16,DETRAN-RJ,ABANDONO DE CARGO,2024-06-10,POSITIVO,2025-02-06,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2025,
452,SEI-040077/000071/2021,2021-04-30,SEFAZ,DANO AO ERÁRIO PÚBLICO,2024-06-10,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2021,,
453,E-26/37325/2011,2011-08-17,SECC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,,1ª CPPAD,FINALIZADO,DEMISSÃO,2024-06-10,DEMISSÃO,2025-07-31 08:30:14,2011,,2024
454,E-08/008/101417/2018,2018-09-20,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-06-14,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2018,,
455,SEI-030043/003213/2022,2022-08-23,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-06-06,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
456,SEI-030034/004597/2022,2022-09-29,SEEDUC,MÁ CONDUTA,2024-05-23,NEGATIVO,2024-06-06,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
457,SEI-030029/000501/2021,2021-01-11,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2021-03-18,4ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2021,
458,SEI-150071/000338/2022,2022-11-22,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,,POSITIVO,2023-12-22,4ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2023,
459,E-16/096/000013/2019,2019-03-22,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-05-23,POSITIVO,2024-01-08,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2019,2024,
460,SEI -150071/000406/2022,2022-12-22,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-05-23,POSITIVO,2024-01-08,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
461,SEI-320001/000491/2021,2021-02-23,FSERJ,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2024-05-23,POSITIVO,2024-01-08,4ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2021,2024,
462,SEI -080003/000058/2020,2020-08-27,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-08,4ª CPPAD,FINALIZADO,CASSAÇÃO DE APOSENTADORIA,2024-10-17,CASSAÇÃO DE APOSENTADORIA,2025-07-31 08:30:14,2020,2024,2024
463,SEI-08/001/031272/2019,2019-09-27,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-12,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2019,2024,
464,E-03/013/100943/2018,2018-09-11,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-12,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2018,2024,
465,E-01/7925/1999,1999-07-05,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-08,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,1999,2024,
466,SEI-150071/000467/2021,2021-10-28,DETRAN-RJ,NÃO PRESTAÇÃO DE CONTAS,2024-05-23,POSITIVO,2024-04-10,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2021,2024,
467,SEI-040161/003522/2020,2020-04-13,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-04-26,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2020,2024,
468,SEI-030029/004557/2020,2020-09-02,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2021-04-07,2ª CPPAD,REEXAME,,,,2025-07-31 08:30:14,2020,2021,
469,E-03/008/0634/2019,2019-02-07,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2021-05-26,2ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2021,
470,E-03/007/6107/2017,2017-11-29,SEEDUC,MÁ CONDUTA,,POSITIVO,2021-07-06,2ª CPPAD,FINALIZADO,SUSPENSÃO,2025-01-03,SUSPENSÃO,2025-07-31 08:30:14,2017,2021,2025
471,SEI-320001/002802/2021,2021-08-26,SEGOV,CORRUPÇÃO,,POSITIVO,2021-09-09,2ª CPPAD,REEXAME,,,,2025-07-31 08:30:14,2021,2021,
472,E-03/007/2990/2019,2019-04-26,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2021-09-15,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2021,
473,SEI-260005/000544/2020,2020-05-18,FAETEC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2022-02-14,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2022,
474,SEI-120001/007577/2020,2020-06-26,SECCG,DESVIO FUNCIONAL DE SERVIDOR,,NEGATIVO,2022-04-29,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2022,
475,SEI-030034/000605/2021,2021-02-25,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2022-05-31,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2025-01-08,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2022,2025
476,SEI-080002/000291/2020,2020-03-06,SES,PECULATO,,POSITIVO,2022-09-12,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2020,2022,
477,E-03/011/2929/2017,2017-12-13,SEEDUC,MÁ CONDUTA,,POSITIVO,2022-10-06,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-10-02,ARQUIVAMENTO,2025-07-31 08:30:14,2017,2022,2024
478,E-03/010/2567/2017,2017-07-31,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2022-10-20,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2017,2022,
479,E-03/008/4526/2015,2021-07-16,SEEDUC,OMISSÃO DE DEVER LEGAL,,POSITIVO,2023-04-28,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-06-13,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2023,2024
480,SEI-04/161/004000/2019,2019-12-18,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-01-11,2ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2019,2023,
481,SEI-030033/003333/2021,2021-08-12,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-01-18,2ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2021,2023,
482,SEI-030034/002023/2022,2022-04-13,SEEDUC,ASSÉDIO SEXUAL,,NEGATIVO,2023-02-23,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2023,
483,SEI-030043/001543/2022,2022-03-29,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2023-03-01,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2023,
484,SEI-320001/001093/2020,2020-05-11,CGE,MÁ CONDUTA,,POSITIVO,2023-05-04,4ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2020,2023,
485,E-16/007/000093/2019,2019-10-18,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,,POSITIVO,2023-06-06,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2019,2023,
486,SEI-080003/000088/2020,2020-08-28,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-07-03,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-09-17,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2023,2024
487,SEI-030029/008021/2021,2021-08-24,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-07-04,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2021,2023,
488,E-03/013/101837/2018,2015-06-23,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2021-06-23,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-06-13,ARQUIVAMENTO,2025-07-31 08:30:14,2015,2021,2024
489,SEI-030035/005191/2021,2021-09-24,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-08-24,2ª CPPAD,FINALIZADO,DEMISSÃO,2024-12-11,DEMISSÃO,2025-07-31 08:30:14,2021,2023,2024
490,SEI-030033/000376/2022,2024-01-26,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-08-31,2ª CPPAD,FINALIZADO,DEMISSÃO,2024-10-04,DEMISSÃO,2025-07-31 08:30:14,2024,2023,2024
491,SEI-030030/005319/2022,2022-08-09,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2023-09-14,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2023,
492,SEI-04/161/003151/2019,2019-11-05,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-09-14,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-04,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2023,2024
493,SEI-040161/003504/2020,2020-04-08,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-09-14,2ª CPPAD,FINALIZADO,CASSAÇÃO DE APOSENTADORIA,2024-12-17,CASSAÇÃO DE APOSENTADORIA,2025-07-31 08:30:14,2020,2023,2024
494,SEI-030039/001580/2022,2022-03-17,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-09-21,2ª CPPAD,FINALIZADO,DEMISSÃO,2024-09-06,DEMISSÃO,2025-07-31 08:30:14,2022,2023,2024
495,SEI-260005/003576/2022,2022-05-16,FAETEC,ABANDONO DE CARGO,,POSITIVO,2023-09-21,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2023,
496,SEI-030034/001560/2023,2023-03-23,SEEDUC,MÁ CONDUTA,,POSITIVO,2023-10-05,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2023,2023,
497,SEI-030038/004746/2021,2021-12-08,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-10-16,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2023,
498,SEI-030034/003466/2021,2021-10-29,SEEDUC,FRAUDES DOCUMENTAIS,,POSITIVO,2023-10-24,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2023,
499,E-03/11179/1985,1985-05-17,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-10-26,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,1985,2024,
500,SEI-030041/002856/2023,2023-05-09,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-09-22,2ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2023,2023,
501,SEI-030040/000787/2022,2022-02-24,SEEDUC,FRAUDES DOCUMENTAIS,,POSITIVO,2023-11-29,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2023,
502,E-03/012/2217/2015,2015-08-24,SEEDUC,FRAUDES DOCUMENTAIS,,POSITIVO,2023-12-07,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2015,2023,
503,SEI-030035/001660/2022,2022-03-02,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2023-12-20,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2023,
504,SEI-030033/004903/2021,2021-11-19,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-01-08,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2024,
505,SEI-040161/003978/2020,2020-04-20,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-12-07,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-11-22,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2023,2024
506,SEI-320001/003522/2022,2022-12-06,CGE,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-01-11,2ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
